Intent	Question	Answer
other_122	What did Sculley do in May 1985? <-> Who encouraged Scully to remove you from Macintosh? <-> How would Scully's reorganization affect you? <->	In May 1985, Sculley, encouraged by Arthur Rock, decided to reorganize Apple and proposed a plan to the board that would remove me from the Macintosh group and put me in charge of New Product Development. This move would effectively render me powerless within Apple.
other_123	Did you make a plan to get rid of Sculley? <-> What did you say after the plan to get rid of Sculley failed? <-> Did Sculley collect all signatures for the Apple reorganization? <-> When did you leave Apple? <-> Who else left Apple with you? <-> Did any other Apple employees leave Apple with you? <-> What did you do after you left Apple? <->	I made a plan to get rid of Sculley and take over Apple, but it leaked out and I decided to leave the company. The Board declined my resignation. Sculley collected all of the votes needed to go ahead with the reorganization. On September 17, 1985, I submitted a letter of resignation to the Apple Board, followed by five senior Apple employees who joined me in my new venture, NeXT.
other_124	What did you write in your resignation letter? <-> What did you say in your resignation letter? <->	The letter I sent to Mike read: Dear Mike, This morning's papers carried suggestions that Apple is considering removing me as chairman. I don't know the source of these reports, but they are both misleading to the public and unfair to me. You will recall that at last Thursday's Board meeting I stated I had decided to start a new venture, and I tendered my resignation as chairman. The Board declined to accept my resignation and asked me to defer it for a week. I agreed to do so in light of the encouragement the Board offered with regard to the proposed new venture and the indications that Apple would invest in it. On Friday, after I told John Sculley who would be joining me, he confirmed Apple's willingness to discuss areas of possible collaboration between Apple and my new venture. Subsequently, the Company appears to be adopting a hostile posture toward me and the new venture. Accordingly, I must insist upon the immediate acceptance of my resignation. I would hope that in any statement it feels it must issue, the Company will make it clear that the decision to resign as chairman was mine. I find myself both saddened and perplexed by the management's conduct in this matter which seems to me contrary to Apple's best interests. Those interests remain a matter of deep concern to me, both because of my past association with Apple and the substantial investment I retain in it. I continue to hope that calmer voices within the Company may yet be heard. Some Company representatives have said they fear I will use proprietary Apple technology in my new venture. There is no basis for any such concern. If that concern is the real source of Apple's hostility to the venture, I can allay it. As you know, the company's recent reorganization left me with no work to do and no access even to regular management reports. I am but 30 and want still to contribute and achieve. After what we have accomplished together, I would wish our parting to be both amicable and dignified. Yours sincerely, Steven P. Jobs.
other_125	What did you do after you left Apple in 1985? <-> What was your investment in NeXT? <-> How much money did you have when you founded NeXT? <->	After leaving Apple in 1985, I founded NeXT with $7 million. A year later, I ran out of money and sought for venture capital with no production on the horizon. Eventually, I found Ross Perot a billionaire to help me and invest in the company.
other_126	When did the NeXT computer launch take place? <-> How was the launch of NeXT computer was described? <->	The launch of the Next computer was held at the Louise M. Davies Symphony Hall, San Francisco, California on Wednesday, October 12, 1988, and it was my comeback event.
other_127	When were the NeXT workstations first released? <-> What was the price of the NeXT workstation? <-> What was the NeXT workstation mainly designed for? <-> Why was the NeXT workstation dismissed? <-> What was the main strength of the NeXT workstation? <->	NeXT workstations were first released in 1990 and priced at US$9,999. Like the Apple Lisa, the NeXT workstation was technologically advanced and designed for the education sector, but was largely dismissed as cost prohibitive for educational institutions.The NeXT workstation was known for its technical strengths, and the main one was object oriented software development system.
other_128	Who was your target community in marketing the NeXT products? <-> What were the main features of the NeXT products? <-> What did Tim Berners-Lee achieve with the use of a NeXT computer? <-> When did Tim Berners-Lee invent World Wide Web?  <->	I advertised NeXT products to the financial, scientific, and academic community, emphasizing its innovative technologies, such as Mack kernel, digital signal processor chip and the built-in Ethernet port. Making use of the NeXT computer, English computer scientist Tim Berners-Lee invented the World Wide Web in 1989 at CERN in Switzerland.
other_129	When did you release the second generation of NeXTcube? <-> How did you market the second generation of NeXTcube computer? <-> What was innovative in the NeXTcube computer? <-> What was revolutionary in use of NeXTcube computer?  <->	The revised, second generation of NeXTcube was released in 1990. I offered it as the first interpersonal computer that would replace the personal computer. With its innovative NeXTMail multimedia email system, NeXTcube could share voice, image, graphics, and video in email for the first time. Interpersonal computing is going to revolutionize human communications and group work.
other_130	What was your main focus on NeXT computer? <-> How did that affect the rest of the hardware division? <-> When did you release NeXT/STEP/Intel? <->	My main focus was on developing NeXTcube's magnesium case, which put a strain on NeXT's hardware division. In 1993, after having sold only 50,000 machines, we turned to software development with the release of NeXTSTEP/Intel.
other_131	When did NeXT report its first profit? <-> What was the profit that NeXT reported in 1994? <-> When did NeXT release WebObjects? <-> What is WebObjects? <-> When did Apple acquire NeXT? <-> What did Apple use WebObject for? <->	In 1994, NeXT reported its first profit of $1.03 million.  <-> In 1996, NeXT released WebObjects, a framework for Web application development.  <-> In 1997, NeXT was acquired by Apple Inc. and WebObjects was used to build and run the Apple Store, Mobile services, and the iTunes Store.
other_132	When did you fund Graphics Group? <-> What was the original name of Pixar? <-> How much money did you invest in Pixar? <-> How much money did you give to Lucasfilm for technology rights?  <->	In 1986 I funded $10 million to the Graphics Group, later called Pixar. It was a part of Lucasfilm's computer technology division. $5 million was given to the company as capital and $5 million to Lucasfilm for technology rights.
other_133	What was the first Pixar film with Disney? <-> When did you and Disney make the film Toy Story? <-> What was your role in Toy Story production? <-> Was the film Toy Story a success? <-> How was the name of the first Pixar film? <-> Was Disney a partner in production of the film Toy Story? <->	The first film Pixar produced, with Disney partnership, was Toy Story in 1995. I was credited as executive producer and studio made its fame when the film was released.
other_134	Who was creative chief of Pixar when the company made box-office hits? <-> How long has Pixar been making box-office hits? <-> When the film A Bug's Life was produced? <-> When was Toy Story 2 produced? <-> When was Monsters, Inc produced? <-> When was Finding Nemo produced? <-> When was The Incredibles produced? <-> When was Cars produced? <-> When was Ratatouille produced? <-> When was WALL-E produced? <-> When was Up produced? <-> When was Toy Story 3 produced? <-> Which films received an Academy Award for Best Animated Feature? <-> When did Finding Nemo, The Incredibles, Ratatouille, WALL-E, Up and Toy Story 3 receive an Academy Award for Best Animated Feature? <->	Over the next 15 years, under Pixar's creative chief John Lasseter, the company produced box-office hits A Bug's Life in 1998, Toy Story 2 in 1999, Monsters, Inc. in 2001, Finding Nemo in 2003, The Incredibles in 2004, Cars in 2006, Ratatouille in 2007, WALL-E in 2008, Up in 2009 and Toy Story 3 in 2010.  <-> Finding Nemo, The Incredibles, Ratatouille, WALL-E, Up and Toy Story 3 each received the Academy Award for Best Animated Feature, an award introduced in 2001.
other_135	Did you try to extend the contract between Pixar and Disney? <-> Who did you talk to about extending the contract between Pixar and Disney? <-> When did the contract between Pixar and Disney expire? <-> What did you do after Pixar and Disney ended the contract? <->  <->	Pixar's contract with Disney was running out, so Disney chief executive Michael Eisner and I tried but failed to negotiate a new partnership. In early 2004, I announced that Pixar would seek a new film distributor after its contract with Disney expired.
other_136	When did Iger replace Eisner at Disney? <-> Who replaced Eisner at Disney in 2005? <-> What did Iger do after he replaced Eisner? <-> When did you and Iger announce that Disney would buy Pixar? <-> When did Disney buy Pixar? <-> How much did Disney pay for Pixar purchase? <-> How much money did Pixar spend on buying Pixar? <-> What was the amount of money that Disney paid for Pixar? <->	In October 2005, Bob Iger replaced Eisner at Disney, and Iger quickly worked to mend relations with me and Pixar. On January 24, 2006, Iger and I announced that Disney had agreed to purchase Pixar in an all-stock transaction worth $7.4 billion.
other_137	Have you been Walt Disney's largest single shareholder? <-> What was your share in Walt Disney's stock? <->	After the Pixar was bought, I became one of the largest single shareholders, with 7 percent of the Walt Disney's stock.
other_138	Was your share holding in Disney larger than Eisner's? <-> Did you have a higher percentage of shares than Eisner? <-> What was Eisner's percentage of shares in Disney? <-> Was your share in Disney higher than the Disney's family member? <-> What was the company share of Roy E. Disney? <-> Did Roy E. Disney blame Eisner for spoiling relationships with Pixar? <-> Did Roy E. Disney help with his criticism that Eisner is ousted from the company? <->	My holdings in Walt Disney were much larger than Eisner's who held 1.7 percent. It was also larger than the Disney's family member Roy E. Disney, who held 1 percent until his death in 2009. Roy blamed Eisner that he, among other things, soured Disney's relationships with Pixar, and that sped up Eisner's ousting.
other_139	What was your share percentage in Disney? <-> Did you join the board of directors in Disney? <-> Have you been a member of the board of directors in Disney? <-> What happened to your Disney shares after your death? <-> What is the name of the Trust that your wife Lauren led? <->	With my 7 % of the shares, I joined the board of directors as the largest individual shareholder. After my death, my Disney shares were transferred to Steven P. Jobs Trust, led by my wife Laurene.
other_140	Who said that you never inreferred with the work of Pixar filmamkers? <-> What did Floyd Norman from Pixar say about you? <-> Did you ever interfere with the work of filmmakers in Pixar? <->	Floyd Norman from Pixar described me as a mature, mellow individual who never interfered with the creative process of the filmmakers.
other_141	Who was Ed Catmull? <-> What was your advice to Ed Catmull? <-> Did Ed Catmull publish a book that contains numerous experiences with you? <-> What was the title of the book that Ed Catmull publish in 2014? <-> What was the content of the book Creativit Inc., written by Ed Catmull? <->	I advised Ed Catmull, co-founder of Pixar and President of Disney, that when people disagree with him he should just explain it to them until they understand. Ed published a book Creativity Inc. in 2014, in which he collected a number of experiences he had gained while working with me.
other_142	How long did you work with Ed Catmull? <-> Have you ever had verbal fights with Ed Catmull? <-> How did Ed act when you rejected his ideas? <-> Did Ed have some tactics in dealing with your decisions? <->	During the period of 26 years working with me, Ed and I have never had loud verbal fights, but we did disagree very often about things. Ed had a tactic when I rejected his idea, he would repeat it in a week or so. After repeating it for the third time, I would either agree with him or he would realize I was right to turn it down or he'd do it his way and I never said anything about it.
other_143	When did you apologize to Chrisann for your behavior? <-> Did you apologize to Chrisann for your behavior? <-> Did you feel sorry for your irresponsible behavior towards Chrisann and Lisa? <->	After I was fired from Apple, I apologized to Chrisann many times for my behavior towards her and Lisa. I really felt sorry for not taking the responsibility when I should have.
other_144	Did you become close to Lisa? <-> How old was Lisa when you recognized her as your daughter? <->	I got very attached to Lisa and when she turned nine, I had her name changed from Lisa Brennan to Lisa Brennan Jobs
other_145	Did you mend your relationship with Chrisann regarding Lisa? <-> Did you help Chrisann to raise Lisa? <-> Who helped you to change your behavior towards Lisa? <-> How did you find Mona Simpson? <-> Did Mona help you to repair your relationship with Lisa? <->	Chrisann and I mend our relationship and we both co-parented Lisa. Chrisann saw my change as a credit of my newly found sister Mona Simpson. I found Mona after I found my biological mother and she helped a lot to repair the relationship between me and Lisa.
other_146	Did you contact your biological parents? <-> Did you try to find your biological parents? <-> Why didn't you want that Paul and Clara know about your search of your biological parents? <-> Did Paul and Clara ever knew that you searched your biological parents? <-> Did you ask reporters to be quiet when they had information on your biological parents' whereabouts? <->	I didn't contact my biological parents while Clara was alive. I never wanted Paul and Clara to feel like I didn't consider them my parents because they were totally my parents. I loved them so much that I never wanted them to know of my search, and I even had reporters keep it quiet when any of them found out.
other_147	When was Clara diagnosed with cancer? <-> How old were you when your mother Clara was diagnosed with lung cancer? <-> How did you act when you learned that Clara had lung cancer? <-> What did you learn from Clara about your adoption? <-> What did Clara say to you about your adoption? <->	In 1986, when I was 31, Clara was diagnosed with lung cancer. I started to spend more time with her and learned more details about her background and adoption. The information she gave me, motivated me to find my biological mother.
other_148	Whose name did you find on your birth certificate? <-> Did the San Francisco doctor help you? <-> What happened after the San Francisco doctor died? <-> Did the doctor from San Francisco leave a letter for you to read it after his death? <-> What was in the letter that doctor from San Francisco left to you? <-> What did the doctor who gave birth to you write in his letter? <-> Has the letter that San Francisco doctor left for you contained the truth about your real mother? <->	On my birth certificate, I found the name of the San Francisco doctor whom my mother had turned to when she was pregnant.The doctor didn't help me much when he was alive, but he left a letter for me to open it after his death.Soon the doctor died, and when I received the letter it read that my mother had been an unmarried graduate student from Wisconsin named Joanne Schieble.
other_149	When did you contact your biological mother? <-> Did Paul know that you wanted to contact your mother? <-> Did you ask media to keep information about your search? <-> Why did you ask media to hold information on your search? <->	I contacted my biological mother only after Clara died and Paul gave me his permission to contact her. Out of respect for Paul, I have also asked media not to report on my search.
other_150	Why did you want to find your biological mother? <-> What motivated you to find your biological mother? <-> What were the reasons for your search for your biological mother? <-> Did you want to thank your biological mother for not aborting you? <-> Did you appreciate that your mother went through a lot to have you? <->	I wanted to find my biological mother because I was curious and also I needed to see if she was okay and to thank her because I was glad I didn't end up as an abortion. She was twenty-three and she went through a lot to have me.
other_151	How was your first meeting with your biological mother? <-> What did your biological mother tell you when she first met you? <-> Did your biological mother regret giving you away? <-> Did your biological mother apologize to you for giving you away? <->	The first meeting with my biological mother was very emotional. She told me she had been pressured into signing the adoption papers and that she regretted it ever since. She kept apologizing to me for that.
other_152	How was your relationship with your biological mother throughout your life? <-> Did your biological mother ever find out that you are dead? <-> Has your biological mother ever been told about your death? <-> Why your biological mother has never been told that you died? <-> Did your biological mother suffer from dementia at the time of your death? <->	My biological mother and I maintained a friendly relationship throughout my life and even spent the Christmas together. She was never told that I died, because she suffered from dementia, living in a nursing home.
other_153	Did your biological mother tell you that you had a sister? <-> When did your biological mother tell you about your sister? <-> Did your sister know that she had a brother? <-> Did your sister know that you were her brother? <-> Did your mother set up a meeting between you and your sister? <-> Where did you first meet your sister? <->	The first time I met my biological mother, she told me I had a sister who didn't know that she had a brother. She arranged for us to meet in New York where my sister worked.
other_154	How was Mona’s reaction when she first met you? <-> Why wasn't Mona thrilled to meet you? <-> How was the relationship between you and Mona over the time? <-> Did you become close to Mona over the time? <-> Have you been closer to Mona or your adopted sister Pet? <->	Mona was not thrilled at first to have me in her life and have her mother so emotionally affectionate towards me. As we got to know each other, we became really good friends, and she is my family. I can't imagine a better sister. My adopted sister Pat, and I were never close.
other_155	Did Mona tell you the history of your family? <-> Did your biological parents ever get married? <-> Did your father return to Syria after finishing his Ph.D.? <-> Why did your father return to Syria? <-> Did your mother leave your father when he went to Syria? <-> When did your parents divorce? <-> Has your father been in contact with Mona after he divorced your mother? <->	Mona told me the history of my family. Six months after I was given up for adoption, my mother's father died, she wed my father, and they had a daughter, Mona. After finishing his Ph.D., my father returned to Syria to work and during that period my mother left him. They divorced in 1962. He also states that after the divorce he lost contact with Mona for a period of time.
other_156	Did you want to help Monato find your father? <-> When did you feel the need to look for your biological father? <->	After I met Mona, I wanted to become involved in her ongoing search for our father.
other_157	Did you find your father? <-> Where did you track down your father? <-> What was your father doing in Sacramento? <-> Who went to talk to your father? <-> Did your father tell your sister about you? <-> Did your sister tell your father that she had met you? <->	Mona and I found our father working in Sacramento. We decided that only Mona would go and see him. Mona spent several hours talking to our father. He told her that he had left teaching for running the restaurant. He admitted to her that he and my mother had given away another child and they would never see that baby again and that baby was gone. Mona didn't mention that she had already met me.
other_158	Did your father ever meet Steve Jobs? <-> Did your father know that Steve Jobs was his son? <-> Do you remember meeting your father, not knowing it was him? <->	My biological father ran a restaurant near San Jose and many technology people were visiting it. He said that Steve Jobs was also visiting and he was a sweet guy and a big tipper. And I remember going there and I also remember meeting the owner. He was a balding Syrian. We even shook hands.
other_159	Did you meet your father? <-> Why didn’t you want to meet your biological father? <-> Why did you refuse to see your father? <-> What was the reason why you refused to meet your father? <-> Why have you refused to meet your father? <-> Did you ask Mona not to tell your father about you? <->	I didn't want to meet my biological father because I was a wealthy man and I didn't trust him not to blackmail me or go to press about it. I asked Mona not to tell him about me.
other_160	How did your father find out that you were his son? <-> Did your father find out about your relationship with him? <-> Did your father find out that you were his son? <-> How did your father react when he learned that you were his son? <-> Did your father contact you after he found out you were his son? <->	My father found out I was his son through an online blog. He called Mona asking if that was true. Even though Mona confirmed it as a truth, he never contacted me.
other_161	Did you ever meet your father? <-> Have you ever met your father? <-> Has Mona published a novel based on your father? <-> What was the title of the novel that Mona published based on your father? <-> When did Mona publish a novel based on your father? <->	Mona was very active in researching her Syrian roots. She even met some family members and thought I would eventually want to meet our father. I never did. I was never interested in my Syrian heritage or the Middle East. Mona even published a novel in 1992, The Lost Father.
other_162	When did you first meet your wife Lauren? <-> What was your wife doing when you first met her? <->	I first met my wife Lauren in 1989, when I gave a lecture at the Stanford Graduate School of Business, where she was a student.
other_163	What did you do when you first saw your wife? <-> How did you feel when you first see your wife? <-> How did you approach your wife when you first saw her? <-> Have you spent your life with your wife? <-> Did you stay with your wife for the rest of your life? <->	When I first saw Lauren, I was right there in the front row in the lecture hall, and I couldn't take my eyes off of her, kept losing my train of thought, and started feeling a little giddy. After the lecture, I met up with her in the parking lot and invited her out to dinner. From that point forward, we were together, with a few minor exceptions, for the rest of my life.
other_164	Where was Lauren from? <-> Did Lauren grow up in similar family class as you? <-> What university has Lauren attended? <-> What type of education does Lauren have? <-> Did Lauren pursue MBA? <->	Lauren's father died when she was very young and she was raised by her mother in a middle class in New Jersey, similar to mine. After she received her B.A. from the University of Pennsylvania, she spent a short period in high finance but found it didn't interest her, so she decided to pursue her MBA at Stanford instead.
other_165	What Lauren looked like? <-> Does Lauren have a strong personality? <-> Is Lauren a public or a private person? <->	Lauren was athletic and she followed professional sports. She had a strong personality and she was more private than public person.
other_166	When did you propose to Lauren? <-> How was your proposal offer to Lauren? <-> How did you propose Lauren? <-> When did you and Lauren get married? <-> Where did you and Lauren get married? <-> How did your wedding ceremony look like? <-> Where did your wedding ceremony take place? <-> Where was your wedding held? <-> How many people attended your wedding? <-> Who conducted your wedding ceremony? <-> How your wedding cake looked like? <->	I proposed to Lauren on New Year's Day 1990, with a fistful of freshly picked wildflowers. We married on the 18th of March 1991, in a Buddhist ceremony at the Ahwahnee Hotel in Yosemite National Park. We invited 50 people including Mona and Paul. My guru, Kobun Chino Otogawa, conducted the wedding and we had a vegan cake in the shape of Yosemite's Half Dome.  <->
other_167	When did you get your first child? <-> When was your son Reed born? <-> Who was your first born child? <-> When did your father die? <-> How many children did you have? <-> When did you get your daughter Erin? <-> When was your daughter Eve born? <-> Where did you live with your family? <-> What did your neighbor remember about you? <->	Lauren and I had our first child, Reed in September 1991. My father Paul died a year and a half later, on 5th of March, 1993. Lauren and I had two more children Erin, born in August 1995 and Eve, born in 1998. We lived in Paolo Alto, California. I was always scaring my neighbors with my Haloween decorations of the house.
other_168	When did Apple announce they would buy NeXT? <-> How much money did Apple offer for NeXT? <-> How much did Apple pay for NeXT? <-> When did Apple buy Next? <-> When did Apple acquire Next? <-> When did you return to Apple? <-> When did you become chief? <-> Who did you replace in Apple? <-> When did you become formally interim chief executive? <->	In 1996, Apple announced that it would buy NeXT for $427 million. The deal was completed in February 1997 and I returned to the company I had co-founded. In July 1997, I became de facto chief, when Gil Amelio was ousted, but only in September 1997, I was formally named interim chief executive.
other_169	When did you terminate Newton, OpenDoc, and Cyberdog projects? <-> Why did you terminate numerous projects when you returned to Apple? <-> What projects did you terminate when you return to Apple? <-> Have people been afraid of being sacked because you terminated projects? <->  <->  <->	When I took over the chief's position in Apple, I focused on regaining Apple's profitability so in March 1998 I terminated numerous projects, such as Newton, OpenDoc, Cyberdog etc. Because of that, we had to fire some people and the fear of being fired spread all over the company so that people were afraid to even ride in the elevator together with me.
other_170	Did you change licensing program for Macintosh clones? <-> Why did you change licensing program for Macintosh? <->	I also changed the licensing program for Macintosh clones, making it too costly for the manufacturers to continue making machines.
other_171	What happened with NeXT technology after Apple bought it? <-> How did Apple use NeXTSTEP? <-> What other products did you introduce in Apple? <-> How was Apple's sales under your guidance? <->	When Apple bought NeXT, they used its techology for Apple products. NeXTSTEP evolved into Mac OS X. Under my guidance Apple launched iMac and other products and increased sales significantly.
other_172	When did you officially become CEO of Apple? <-> Where were you presented as CEO for the first time? <-> How long have you been Apple CEO? <->	In 2000 at Macworld Expo, I was officially presented as CEO for the first time and I held that title for the rest of my life.
other_173	Did Apple progress over the time with you being the CEO? <-> What did Apple launch during your leadership? <-> What is iPod? <-> What is iTunes? <->	Over the time, with me being the CEO, Apple has significantly developed, branched out and launched new products. We launched iPod, portable music player, iTunes digital music software and iTunes Store so we made a breakthrough into consumer electronics and music distribution.
other_174	When did Apple start with cellular business? <-> When did Apple launch iPhone? <-> What was iPhone? <-> What were the main features of first iPhone? <-> Was iPhone first cell phone with own browser? <-> What was the first cell phone that Apple invented? <-> Why was iPhone different than other phones? <-> What was your opinion on innovation and real artists? <-> What was your famous saying on innovation and artists? <->	On the 29th of June 2007, we started cellular phone business and launched the iPhone. It was a multi-touch display cell phone, which also included the features of iPod and with its own mobile browser it revolutionized the mobile browsing scene.  <-> As I always supported innovation I kept reminding my stuff that the real artists ship.
other_175	When did your public words war with Michael Dell start? <-> Why did you have words war with Michael Dell? <-> Who was Michael Dell? <-> What was the reason that Micheal Dell and you had public disputes? <-> Why did you and CEO of Dell have public disputes? <-> How did you call computers made by Dell? <->	My public war of words with Dell Computer CEO, Michael Dell, dated from 1987, when I criticized Dell for making uninnovative beige boxes.
other_176	What the CEO of Dell say about Apple in 1997? <->	I remember that on the 6th of October 1997, at a Gartner Symposium, when Dell was asked what he would do if he ran the then troubled Apple Computer company, he replied he'd shut it down and give the money back to the shareholders.
other_177	What did you write in an email you sent to Apple employees in 2006? <-> Why did you write an email to all Apple employees in 2006? <->	When Apple's income rose way above Dell's in 2006, I sent an email to all Apple's employees saying that it turned out Micheal Dell wasn't perfect at predicting the future. Based on the market on that day, Apple was worth more than Dell. Stocks go up and down, and things may be different tomorrow, but I thought it was worth a moment of reflection on that day.
other_178	How did people feel about your skills to present and sell products? <-> What was the name of your keynotes speeches at Apple conferences?  <->	People both admired and criticized me for my consummate skill at persuasion and salesmanship. My keynote speeches that I held ad Macworld Expos and Apple Worldwide Developers Conferences have been called Stevenotes.
other_179	When were your a borad member of Gap? <-> Have you been a board member of Gap Inc.? <->	I was a board member of Gap Inc. from 1999 to 2002
other_180	When were you granted Apple stocks? <-> What was the value of Apple stocks that you have been granted in 2001? <-> Were there allegations that you earned $20.000.000 which you never reported? <-> How much money have your earned have you allegedly incurred in 2001 and failed to report? <->	In 2001, I was granted stock options in the amount of 7.5 million shares of Apple with an exercise price of $18.30. Allegedly I earned taxable income of $20.000.000 which I did not report and that Apple overstated the earnings by the same amount.
other_181	How did the tax evasion allegations affect you in 2001? <-> Have you ever been under criminal investigations? <-> Why have you been under government investigations? <-> What did Apple independent investigation conclude in 2006? <-> Have you been given back your stocks? <-> When were you given back your stocks? <->	Due to allegations, I faced a number of criminal charges and civil penalties. The case became a subject of active criminal and civil government investigations. An independent Apple investigation completed in December 2006, found that I was unaware of the tax issues and stocks that I have been granted, had been returned to me in 2003 without being exercised.
other_182	What did you do when you were criticised for running poor recycling program? <-> What did you do at Apple's annual meeting in Cupertino in April 2005? <->	I was criticised of running poor recycling programs for e-waste in US, so in April 2005, at Apple's annual meeting in Cupertino I lashed out at environmental and other advocates of e-recycling. A few weeks later we announced to take back iPod for free at our retail stores.
other_183	What did members of Computer TakeBack Campaign did on Stanford University graduation day? <-> What was written on the banner that Computer TakeBack Campaign flown from a plane? <->	Members of the Computer TakeBack Campaign responded by flying a banner from a plane over the Stanford University graduation at which I was the commencement speaker. The banner read Steve, don't be a mini-player, recycle all e-waste.
other_184	How did you improve Apple's recycling programs in 2006? <-> What did Apple's recycling program in 2006 include?  <-> What did you offer to US customers who bought new Mac in 2006? <->	In 2006, I further expanded Apple's recycling programs to any US customer who buys a new Mac. This program includes shipping and environmentally friendly disposal of their old systems.
other_185	How long did Apple have stable financial stability? <-> When did Apple become the best traded company? <-> Has Apple been the most valuable company in 2011? <->	The success of Apple's unique products and services provided several years of stable financial returns, propelling Apple to become the world's most valuable publicly traded company in 2011.
other_186	How did people perceive you? <-> Have people seen you as a perfectionist? <->	People perceived me as a demanding perfectionist who aspired to put my business and products at the forefront of the information technology by foreseeing and setting innovation and style trends.
other_187	What was one of your favorite quotes? <-> Who did you like to quote? <->	There is an old Wayne Gretzky quote that I love. It says: I skate to where the puck is going to be, not where it has been. And we always tried to do that at Apple. Since the very, very beginning. And we always will.
other_188	What happened in Apple on July 1, 2008? <-> Why have several members of Apple board of directors been sued for in 2008? <->	On the 1st of July 2008, several members of Apple board of directors have been sued for the US $7 billion for revenue lost because of alleged securities fraud.
other_189	Did you ever meet a U.S. President? <-> Which U.S. President did you meet? <-> What did you talk about Barack Obama? <-> What did you suggest to President Obama regarding foreign engineers with US university diplomas? <-> What was your impression of President Obama? <-> What did you say about President Obama after meeting him? <->	I met with US President Barack Obama and complained about the shortage of software engineers in the US. I also told Obama that he was headed for a one term presidency. I suggested him that any foreign student with an engineering degree obtained from a U.S. university should automatically be offered a green card. The president was very smart, but he kept explaining to us reasons why things can't get done. It infuriated me.
other_190	When were you diagnosed with cancer? <->	I was diagnosed with cancer in October 2003.
other_191	When did you inform your staff about your health conditions? <-> When did you tell your staff that you had cancer? <-> What type of cancer did you have? <-> Did you have pancreatic cancer? <-> What type of pancreatic cancer did you have? <->	In 2004 I informed my employees that I had pancreatic cancer. Even though prognosis for pancreatic cancer are usually poor, I had a rare not aggressive type called islet cell neuroendocrine tumor.
other_192	How long have you been refusing to treat your cancer with official medicine? <-> Did you treat your cancer with official medicine? <-> How did you treat your cancer? <-> Did you treat your cancer with alternative medicine? <-> Did you regret not to undergo a surgery? <-> Did you regret that you didn't have a surgery when you found out you had cancer? <-> Why did you regret of not having a surgery? <->	For nine months since I have been diagnosed with cancer, I kept refusing to undergo a medical treatment and I choose alternative ways of treating it. Later, as my health declined, I regretted my decision not to undergo a surgery.
other_193	Did you treat your illness with vegan diet, acupuncture, and herbs? <-> Did you consult psychic to help you with cancer? <-> When did you decide to have a surgery? <->	I treated my illness with vegan diet, acupuncture, herbs and I even consulted a psychic. After I consulted a doctor who had advised juice fasts, bowel cleansings, and other treatments, I finally decided to have a surgery in 2004.
other_194	When did you undergo a surgery? <-> What type of surgery did you have? <-> Did doctors remove the tumor? <-> Did you receive chemotherapy? <-> Who ran the Apple while you were away? <-> Who is Tim Cook? <->	In July 2004, I underwent a Whipple procedure to remove the tumor. It appeared to be removed successfully. I did not receive chemotherapy or radiation therapy. While I was away, Apple was run by Tim Cook, head of worldwide sales and operations.
other_195	How was your health during Worldwide Developer's conference in 2006? <-> Have you been capable to deliver all your keynotes at Worldwide Developer's Conference in 2006? <-> Why did you delegate your keynotes to other presenters at Apple's Conference in 2006? <->  How did media react about your unhealthy appearance? <->	In August 2006, I attended Apple's Worldwide Developer's Conference. I felt weak and listless and since I had no strength to deliver all my keynotes, I delegated most of them to other presenters.That act trigged a lot of media and internet speculations about the state of my health.
other_196	How did you feel at the Worldwide Developer's Conference in 2008? <-> How did Apple official explain your health state in 2008 Conference? <->	In 2008 at the Worldwide Developer's Conference, I felt bad and delegated keynotes to others. Some of the Apple's official said that I suffered from a common bug and was taking antibiotics, while others explained my state as after-effects of the Whipple procedure.
other_197	Who kept asking about your health conditions? <-> Why did shareholders show a big interest in your health conditions? <-> What did Apple officials respond to shareholders on questions about your health? <->	Shareholders have repeatedly been asking Apple officials about my health condition and they kept responding that it was a private matter. Shareholders wanted to know more, because of my hands on approach to running the company.
other_198	Did you give an off the record interview to The New York Times magazine? <-> What did you say to The New York Times reporter about your health? <->	I gave an off the record phone interview to New York Time in which I said that my health problems were a good deal more than a common bug but they were not life threatening and I did not have the recurrence of cancer.
other_199	When did Bloomberg mistakenly publish your obituary? <-> Did Bloomberg publish your obituary by mistake? <-> Did Bloomberg correct the mistakenly published obituary? <-> Did other newspapers publish your obituary from Bloomberg? <->	On 28th of August 2008, Bloomberg mistakenly published my obituary in 2500 word in its corporate news service, containing blank spaces for my age and cause of death. They quickly corrected the error, but the damage has been done since many newspapers and blogs have reported on that, intensifying rumors concerning my health.
other_200	What did you say in a paraphrase of Mark Twain at 2008 Apple's Conference? <-> Did you show your blood pressure rate on a slide at 2008 media event? <-> What was 110/70 on a slide you showed at 2008 media event? <->	At Apple's September 2008 Let's Rock keynote I paraphrased Mark Twain: Reports of my death are greatly exaggerated. At the media event, I finished my presentation with a slide reading 110/70, which was my blood pressure rate, saying I would not address further questions about my health.
other_201	What did you write in the memo you sent in January 2009? <-> Did you announce six months leave on January 2009? <-> Who was acting CEO when you took leave of absence in 2009? <-> Have you still been involved in Apple's decisions after you took sick leave? <->	On the 14th of January, 2009, I sent out an internal memo in which I announced a six-month leave of absence, until the end of June 2009, to better focus on my complex health related issues. Tim Cook became acting CEO of Apple, but I was still involved in major strategic decisions.
